Product_ID,Product_Name,Category,Units_Sold,unit_price,Supplier,Waste_Units,Notes,delivery_date,Sales_Date, Inventory,Revenue,waste cost,Inventory cost
P006,tomatoes,Vegetables,24,1.25,GreenLeaf Inc.,3,Play never human.,2024-05-13,2024-05-13,27,30,3.75,33.75
P005,lettuce,Vegetables,61,1.1,GreenLeaf Inc.,0,Challenge same moment.,2024-11-10,2024-11-11,61,67.1,0,67.1
P007,eggs dozen,Dairy,59,4,DairyBest Inc.,0,Its course.,2023-10-08,2023-10-08,59,236,0,236
P003,chicken breast,Meat,26,9.25,Meats-R-Us Inc.,2,Not magazine identify.,2023-01-27,2023-01-27,28,240.5,18.5,259
P004,bread-white,Bakery,13,2.15,BakeHouse Inc.,5,Skill ago explain bar.,2025-05-22,2025-05-23,18,27.95,10.75,38.7
P002,milk 2l,Dairy,40,3.5,DairyBest Inc.,0,Land member difficult.,2023-11-17,2023-11-17,40,140,0,140
P005,lettuce,Vegetables,19,1.1,GreenLeaf Inc.,1,In activity care painting.,2024-08-25,2024-08-25,20,20.9,1.1,22
P003,chicken breast,Meat,22,9.25,Meats-R-Us Inc.,3,Wife.,2024-09-24,2024-09-24,25,203.5,27.75,231.25
P007,eggs dozen,Dairy,45,4,DairyBest Inc.,4,She build.,2024-02-19,2024-02-18,49,180,16,196
P003,chicken breast,Meat,56,9.25,Meats-R-Us Inc.,2,Watch.,2025-05-20,2025-05-21,58,518,18.5,536.5
P004,bread-white,Bakery,26,2.15,BakeHouse Inc.,0,Agree head.,2023-09-12,2023-09-10,26,55.9,0,55.9
P005,lettuce,Vegetables,33,1.1,GreenLeaf Inc.,3,Its tell.,2025-02-14,2025-02-15,36,36.3,3.3,39.6
P001,bananas,Fruits,80,0.45,Agrifoods Inc.,1,Firm society.,2023-01-28,2023-01-27,81,36,0.45,36.45
P004,bread-white,Bakery,57,2.15,BakeHouse Inc.,2,Manager purpose.,2025-01-18,2025-01-18,59,122.55,4.3,126.85
P001,bananas,Fruits,77,0.45,agrifoods inc.,4,Most Congress direction.,2023-09-23,2023-09-24,81,34.65,1.8,36.45
P003,chicken breast,Meat,46,9.25,Meats-R-Us Inc.,3,Major plant author.,2023-01-14,2023-01-15,49,425.5,27.75,453.25
P006,tomatoes,Vegetables,74,1.25,GreenLeaf Inc.,0,Reality feel medical.,2024-06-27,2024-06-25,74,92.5,0,92.5
P003,chicken breast,Meat,51,9.25,Meats-R-Us Inc.,0,Different amount actually.,2023-08-02,2023-07-31,51,471.75,0,471.75
P006,tomatoes,Vegetables,72,1.25,GreenLeaf Inc.,0,Situation teach speak.,2023-04-16,2023-04-17,72,90,0,90
P003,chicken breast,Meat,26,9.25,Meats-R-Us Inc.,3,Buy letter do.,2024-03-08,2024-03-09,29,240.5,27.75,268.25
P006,tomatoes,Vegetables,31,1.25,GreenLeaf Inc.,0,Car.,2023-11-30,2023-12-01,31,38.75,0,38.75
P004,bread-white,Bakery,50,2.15,BakeHouse Inc.,2,There section.,2023-02-07,2023-02-07,52,107.5,4.3,111.8
P007,eggs dozen,Dairy,41,4,DairyBest Inc.,5,Skill.,2024-02-16,2024-02-16,46,164,20,184
P001,bananas,Fruits,39,0.45,agrifoods inc.,4,He box.,2023-02-01,2023-02-02,43,17.55,1.8,19.35
P003,chicken breast,Meat,36,9.25,Meats-R-Us Inc.,0,Give usually.,2024-07-02,2024-07-01,36,333,0,333
P004,bread-white,Bakery,30,2.15,BakeHouse Inc.,4,Bad suggest represent.,2023-05-01,2023-04-30,34,64.5,8.6,73.1
P002,milk 2l,Dairy,74,3.5,DairyBest Inc.,2,Word floor oil.,2023-11-07,2023-11-08,76,259,7,266
P005,lettuce,Vegetables,64,1.1,GreenLeaf Inc.,1,Adult person.,2024-06-09,2024-06-08,65,70.4,1.1,71.5
P007,eggs dozen,Dairy,41,4,DairyBest Inc.,4,Home hair energy.,2024-04-09,2024-04-09,45,164,16,180
P004,bread-white,Bakery,23,2.15,BakeHouse Inc.,2,Soldier room.,2024-03-03,2024-03-02,25,49.45,4.3,53.75
P004,bread-white,Bakery,60,2.15,BakeHouse Inc.,2,Reveal.,2025-03-07,2025-03-07,62,129,4.3,133.3
P007,eggs dozen,Dairy,41,4,DairyBest Inc.,1,Series second.,2024-10-13,2024-10-11,42,164,4,168
P001,bananas,Fruits,20,0.45,Agrifoods Inc.,3,Blood similar.,2023-12-13,2023-12-13,23,9,1.35,10.35
P003,chicken breast,Meat,62,9.25,Meats-R-Us Inc.,4,System put.,2023-08-05,2023-08-06,66,573.5,37,610.5
P004,bread-white,Bakery,47,2.15,BakeHouse Inc.,4,Say.,2025-01-17,2025-01-18,51,101.05,8.6,109.65
P003,chicken breast,Meat,74,9.25,Meats-R-Us Inc.,3,As expect involve.,2025-05-31,2025-05-31,77,684.5,27.75,712.25
P001,bananas,Fruits,73,0.45,AgriFoods Inc.,3,Clearly different.,2023-09-10,2023-09-08,76,32.85,1.35,34.2
P002,milk 2l,Dairy,28,3.5,DairyBest Inc.,5,Identify rock forward.,2023-11-29,2023-11-28,33,98,17.5,115.5
P007,eggs dozen,Dairy,68,4,DairyBest Inc.,4,Whom future.,2023-07-16,2023-07-15,72,272,16,288
P003,chicken breast,Meat,14,9.25,Meats-R-Us Inc.,3,Seem task property.,2023-08-13,2023-08-14,17,129.5,27.75,157.25
P007,eggs dozen,Dairy,44,4,DairyBest Inc.,0,Civil military far.,2025-01-05,2025-01-05,44,176,0,176
P001,bananas,Fruits,21,0.45,Agrifoods Inc.,0,Wide term eye.,2025-04-25,2025-04-25,21,9.45,0,9.45
P003,chicken breast,Meat,23,9.25,Meats-R-Us Inc.,2,Great deep.,2024-07-10,2024-07-11,25,212.75,18.5,231.25
P007,eggs dozen,Dairy,14,4,DairyBest Inc.,4,Choice admit toward.,2023-11-18,2023-11-16,18,56,16,72
P005,lettuce,Vegetables,15,1.1,GreenLeaf Inc.,1,Want party.,2023-02-04,2023-02-03,16,16.5,1.1,17.6
P005,lettuce,Vegetables,17,1.1,GreenLeaf Inc.,1,Drive radio wall.,2023-09-27,2023-09-25,18,18.7,1.1,19.8
P007,eggs dozen,Dairy,36,4,DairyBest Inc.,5,Stuff wife big.,2024-05-21,2024-05-22,41,144,20,164
P002,milk 2l,Dairy,48,3.5,DairyBest Inc.,3,Rise his.,2025-05-10,2025-05-10,51,168,10.5,178.5
P007,eggs dozen,Dairy,72,4,DairyBest Inc.,3,Bank trouble.,2024-06-06,2024-06-06,75,288,12,300
P006,tomatoes,Vegetables,24,1.25,GreenLeaf Inc.,3,Several remember.,2024-05-27,2024-05-26,27,30,3.75,33.75
P006,tomatoes,Vegetables,54,1.25,GreenLeaf Inc.,0,Usually until.,2023-06-04,2023-06-05,54,67.5,0,67.5
P002,milk 2l,Dairy,73,3.5,DairyBest Inc.,0,These rate certainly.,2023-11-28,2023-11-27,73,255.5,0,255.5
P006,tomatoes,Vegetables,76,1.25,GreenLeaf Inc.,2,Show available these face.,2024-04-23,2024-04-22,78,95,2.5,97.5
P001,bananas,Fruits,53,0.45,Agrifoods Inc.,2,Rest eight design.,2024-01-14,2024-01-14,55,23.85,0.9,24.75
P007,eggs dozen,Dairy,28,4,DairyBest Inc.,1,Whatever pay book operation.,2024-06-02,2024-05-31,29,112,4,116
P004,bread-white,Bakery,61,2.15,BakeHouse Inc.,2,Answer win quite.,2023-05-19,2023-05-17,63,131.15,4.3,135.45
P007,eggs dozen,Dairy,72,4,DairyBest Inc.,1,Culture.,2025-02-16,2025-02-16,73,288,4,292
P006,tomatoes,Vegetables,54,1.25,GreenLeaf Inc.,5,Large them.,2023-04-24,2023-04-24,59,67.5,6.25,73.75
P002,milk 2l,Dairy,46,3.5,DairyBest Inc.,2,Develop away.,2024-07-23,2024-07-23,48,161,7,168
P005,lettuce,Vegetables,14,1.1,GreenLeaf Inc.,0,Character note maybe.,2024-09-02,2024-09-01,14,15.4,0,15.4
P007,eggs dozen,Dairy,57,4,DairyBest Inc.,0,Successful star by.,2023-04-30,2023-04-29,57,228,0,228
P002,milk 2l,Dairy,28,3.5,DairyBest Inc.,5,Never measure physical.,2023-11-22,2023-11-23,33,98,17.5,115.5
P001,bananas,Fruits,72,0.45,Agrifoods Inc.,0,Ready high.,2024-10-16,2024-10-16,72,32.4,0,32.4
P005,lettuce,Vegetables,13,1.1,GreenLeaf Inc.,0,Game nor.,2023-01-18,2023-01-18,13,14.3,0,14.3
P005,lettuce,Vegetables,75,1.1,GreenLeaf Inc.,0,Certainly develop beat.,2023-12-08,2023-12-07,75,82.5,0,82.5
P004,bread-white,Bakery,46,2.15,BakeHouse Inc.,5,But contain right.,2025-03-30,2025-03-30,51,98.9,10.75,109.65
P006,tomatoes,Vegetables,12,1.25,GreenLeaf Inc.,2,Break although.,2024-07-21,2024-07-22,14,15,2.5,17.5
P005,lettuce,Vegetables,28,1.1,GreenLeaf Inc.,5,Fall four.,2024-08-23,2024-08-22,33,30.8,5.5,36.3
P005,lettuce,Vegetables,50,1.1,GreenLeaf Inc.,4,Pm Mrs dream.,2024-08-14,2024-08-12,54,55,4.4,59.4
P005,lettuce,Vegetables,79,1.1,GreenLeaf Inc.,1,Sport section seat.,2023-11-12,2023-11-10,80,86.9,1.1,88
P006,tomatoes,Vegetables,55,1.25,GreenLeaf Inc.,4,Sound play different.,2023-02-22,2023-02-20,59,68.75,5,73.75
P001,bananas,Fruits,59,0.45,Agrifoods Inc.,3,Continue science political.,2025-01-16,2025-01-15,62,26.55,1.35,27.9
P001,bananas,Fruits,50,0.45,agrifoods inc.,3,Open very.,2023-03-28,2023-03-26,53,22.5,1.35,23.85
P005,lettuce,Vegetables,27,1.1,GreenLeaf Inc.,5,Son power rock.,2024-07-19,2024-07-19,32,29.7,5.5,35.2
P005,lettuce,Vegetables,60,1.1,GreenLeaf Inc.,2,Company way.,2024-09-20,2024-09-20,62,66,2.2,68.2
P005,lettuce,Vegetables,40,1.1,GreenLeaf Inc.,2,Arrive research industry painting.,2023-10-15,2023-10-16,42,44,2.2,46.2
P001,bananas,Fruits,49,0.45,Agrifoods Inc.,2,Enter down.,2024-04-09,2024-04-10,51,22.05,0.9,22.95
P003,chicken breast,Meat,46,9.25,Meats-R-Us Inc.,4,Build future.,2023-11-19,2023-11-19,50,425.5,37,462.5
P007,eggs dozen,Dairy,30,4,DairyBest Inc.,2,Prepare pressure.,2024-01-23,2024-01-23,32,120,8,128
P005,lettuce,Vegetables,47,1.1,GreenLeaf Inc.,1,Edge ready could best.,2025-03-24,2025-03-24,48,51.7,1.1,52.8
P001,bananas,Fruits,27,0.45,Agrifoods Inc.,3,History good.,2023-10-13,2023-10-14,30,12.15,1.35,13.5
P001,bananas,Fruits,30,0.45,AgriFoods Inc.,1,Child magazine.,2024-05-14,2024-05-12,31,13.5,0.45,13.95
P007,eggs dozen,Dairy,55,4,DairyBest Inc.,4,Eye table dream above.,2023-07-03,2023-07-01,59,220,16,236
P007,eggs dozen,Dairy,60,4,DairyBest Inc.,1,Check front soon.,2025-05-04,2025-05-04,61,240,4,244
P005,lettuce,Vegetables,48,1.1,GreenLeaf Inc.,2,Country kind.,2023-06-09,2023-06-10,50,52.8,2.2,55
P006,tomatoes,Vegetables,23,1.25,GreenLeaf Inc.,5,Note network wear.,2024-08-22,2024-08-22,28,28.75,6.25,35
P004,bread-white,Bakery,10,2.15,BakeHouse Inc.,0,Material later current.,2023-03-29,2023-03-28,10,21.5,0,21.5
P004,bread-white,Bakery,53,2.15,BakeHouse Inc.,5,Voice media for.,2023-05-29,2023-05-30,58,113.95,10.75,124.7
P005,lettuce,Vegetables,67,1.1,GreenLeaf Inc.,4,Star.,2023-11-13,2023-11-13,71,73.7,4.4,78.1
P007,eggs dozen,Dairy,37,4,DairyBest Inc.,1,Again.,2025-03-11,2025-03-09,38,148,4,152
P007,eggs dozen,Dairy,52,4,DairyBest Inc.,3,Newspaper red one.,2023-03-21,2023-03-19,55,208,12,220
P005,lettuce,Vegetables,35,1.1,GreenLeaf Inc.,5,Blood think.,2023-11-01,2023-10-30,40,38.5,5.5,44
P004,bread-white,Bakery,53,2.15,BakeHouse Inc.,1,Enough really edge.,2024-12-28,2024-12-29,54,113.95,2.15,116.1
P007,eggs dozen,Dairy,80,4,DairyBest Inc.,5,Wide pick hospital.,2024-08-11,2024-08-12,85,320,20,340
P007,eggs dozen,Dairy,29,4,DairyBest Inc.,0,Third important.,2025-01-10,2025-01-08,29,116,0,116
P004,bread-white,Bakery,64,2.15,BakeHouse Inc.,1,Argue partner purpose.,2024-10-08,2024-10-06,65,137.6,2.15,139.75
P003,chicken breast,Meat,19,9.25,Meats-R-Us Inc.,3,Street edge husband.,2024-08-23,2024-08-22,22,175.75,27.75,203.5
P002,milk 2l,Dairy,20,3.5,DairyBest Inc.,1,Tough imagine.,2024-05-23,2024-05-24,21,70,3.5,73.5
P006,tomatoes,Vegetables,53,1.25,GreenLeaf Inc.,1,End now.,2023-09-08,2023-09-08,54,66.25,1.25,67.5
P002,milk 2l,Dairy,65,3.5,DairyBest Inc.,5,Option surface.,2023-05-29,2023-05-27,70,227.5,17.5,245
P004,bread-white,Bakery,23,2.15,BakeHouse Inc.,4,Girl head.,2025-02-14,2025-02-12,27,49.45,8.6,58.05
P001,bananas,Fruits,77,0.45,Agrifoods Inc.,0,Generation out which.,2023-12-15,2023-12-16,77,34.65,0,34.65
P002,milk 2l,Dairy,60,3.5,DairyBest Inc.,3,Discover notice.,2024-12-19,2024-12-18,63,210,10.5,220.5
P002,milk 2l,Dairy,57,3.5,DairyBest Inc.,0,First allow.,2023-10-14,2023-10-13,57,199.5,0,199.5
P005,lettuce,Vegetables,51,1.1,GreenLeaf Inc.,2,Song fire.,2023-05-12,2023-05-13,53,56.1,2.2,58.3
P007,eggs dozen,Dairy,73,4,DairyBest Inc.,1,Painting discussion.,2024-04-05,2024-04-03,74,292,4,296
P006,tomatoes,Vegetables,19,1.25,GreenLeaf Inc.,0,Different.,2023-10-02,2023-10-03,19,23.75,0,23.75
P007,eggs dozen,Dairy,73,4,DairyBest Inc.,5,Arrive use.,2023-07-21,2023-07-20,78,292,20,312
P006,tomatoes,Vegetables,27,1.25,GreenLeaf Inc.,4,Lawyer huge.,2024-08-05,2024-08-03,31,33.75,5,38.75
P002,milk 2l,Dairy,21,3.5,DairyBest Inc.,4,Within side.,2024-10-27,2024-10-27,25,73.5,14,87.5
P004,bread-white,Bakery,11,2.15,BakeHouse Inc.,3,Month one.,2025-02-25,2025-02-23,14,23.65,6.45,30.1
P001,bananas,Fruits,29,0.45,Agrifoods Inc.,0,Admit think only.,2023-03-11,2023-03-10,29,13.05,0,13.05
P004,bread-white,Bakery,79,2.15,BakeHouse Inc.,1,Voice senior.,2025-04-18,2025-04-16,80,169.85,2.15,172
P002,milk 2l,Dairy,73,3.5,DairyBest Inc.,5,Production marriage rich building.,2024-12-10,2024-12-08,78,255.5,17.5,273
P006,tomatoes,Vegetables,46,1.25,GreenLeaf Inc.,4,Eight particular campaign.,2024-11-25,2024-11-24,50,57.5,5,62.5
P005,lettuce,Vegetables,24,1.1,GreenLeaf Inc.,1,Score second represent career.,2025-01-01,2025-01-02,25,26.4,1.1,27.5
P001,bananas,Fruits,19,0.45,AgriFoods Inc.,2,Put administration.,2025-04-26,2025-04-24,21,8.55,0.9,9.45
P006,tomatoes,Vegetables,46,1.25,GreenLeaf Inc.,1,Store message.,2023-03-13,2023-03-11,47,57.5,1.25,58.75
P006,tomatoes,Vegetables,34,1.25,GreenLeaf Inc.,5,Law yard into.,2023-08-07,2023-08-07,39,42.5,6.25,48.75
P004,bread-white,Bakery,74,2.15,BakeHouse Inc.,0,Usually at mention.,2023-11-23,2023-11-24,74,159.1,0,159.1
P003,chicken breast,Meat,67,9.25,Meats-R-Us Inc.,3,Property possible company.,2024-01-25,2024-01-26,70,619.75,27.75,647.5
P004,bread-white,Bakery,61,2.15,BakeHouse Inc.,4,Best always change.,2025-03-22,2025-03-20,65,131.15,8.6,139.75
P005,lettuce,Vegetables,59,1.1,GreenLeaf Inc.,4,Continue fill call.,2024-08-07,2024-08-07,63,64.9,4.4,69.3
P004,bread-white,Bakery,15,2.15,BakeHouse Inc.,0,Discuss brother difference.,2023-03-09,2023-03-09,15,32.25,0,32.25
P003,chicken breast,Meat,54,9.25,Meats-R-Us Inc.,3,Amount also.,2024-01-02,2024-01-01,57,499.5,27.75,527.25
P002,milk 2l,Dairy,46,3.5,DairyBest Inc.,3,Budget game whose.,2023-09-13,2023-09-11,49,161,10.5,171.5
P005,lettuce,Vegetables,52,1.1,GreenLeaf Inc.,2,Window teach.,2023-02-16,2023-02-14,54,57.2,2.2,59.4
P007,eggs dozen,Dairy,10,4,DairyBest Inc.,4,Data major early.,2025-03-08,2025-03-06,14,40,16,56
P007,eggs dozen,Dairy,38,4,DairyBest Inc.,0,Down voice owner as.,2024-01-29,2024-01-29,38,152,0,152
P007,eggs dozen,Dairy,48,4,DairyBest Inc.,1,Particularly several four.,2024-06-16,2024-06-14,49,192,4,196
P005,lettuce,Vegetables,26,1.1,GreenLeaf Inc.,0,First level all.,2024-07-31,2024-07-31,26,28.6,0,28.6
P004,bread-white,Bakery,25,2.15,BakeHouse Inc.,4,Camera everything.,2024-04-11,2024-04-11,29,53.75,8.6,62.35
P004,bread-white,Bakery,17,2.15,BakeHouse Inc.,0,Interesting night media.,2023-07-23,2023-07-23,17,36.55,0,36.55
P001,bananas,Fruits,25,0.45,AgriFoods Inc.,4,Box.,2025-02-16,2025-02-14,29,11.25,1.8,13.05
P004,bread-white,Bakery,61,2.15,BakeHouse Inc.,3,Dark seek.,2023-12-27,2023-12-25,64,131.15,6.45,137.6
P003,chicken breast,Meat,12,9.25,Meats-R-Us Inc.,5,Himself audience.,2025-03-09,2025-03-08,17,111,46.25,157.25
P006,tomatoes,Vegetables,35,1.25,GreenLeaf Inc.,4,Education traditional century.,2024-12-30,2024-12-30,39,43.75,5,48.75
P006,tomatoes,Vegetables,16,1.25,GreenLeaf Inc.,2,Defense alone dark.,2023-09-06,2023-09-07,18,20,2.5,22.5
P001,bananas,Fruits,15,0.45,agrifoods inc.,5,List blood.,2025-02-04,2025-02-02,20,6.75,2.25,9
P005,lettuce,Vegetables,61,1.1,GreenLeaf Inc.,4,Lawyer stop.,2023-02-05,2023-02-03,65,67.1,4.4,71.5
P004,bread-white,Bakery,38,2.15,BakeHouse Inc.,4,Cut those.,2024-07-24,2024-07-23,42,81.7,8.6,90.3
P005,lettuce,Vegetables,46,1.1,GreenLeaf Inc.,3,Citizen but hundred.,2023-07-13,2023-07-11,49,50.6,3.3,53.9
P004,bread-white,Bakery,46,2.15,BakeHouse Inc.,1,Brother support.,2024-10-10,2024-10-10,47,98.9,2.15,101.05
P006,tomatoes,Vegetables,64,1.25,GreenLeaf Inc.,4,Face where.,2023-05-24,2023-05-23,68,80,5,85
P002,milk 2l,Dairy,26,3.5,DairyBest Inc.,0,Wind pass against.,2025-01-06,2025-01-07,26,91,0,91
P001,bananas,Fruits,12,0.45,Agrifoods Inc.,4,Dog agency.,2023-11-09,2023-11-08,16,5.4,1.8,7.2
P004,bread-white,Bakery,35,2.15,BakeHouse Inc.,5,Who.,2023-04-28,2023-04-28,40,75.25,10.75,86
P007,eggs dozen,Dairy,58,4,DairyBest Inc.,1,Chair fear.,2024-11-01,2024-11-02,59,232,4,236
P005,lettuce,Vegetables,18,1.1,GreenLeaf Inc.,4,Even best.,2023-02-24,2023-02-23,22,19.8,4.4,24.2
P005,lettuce,Vegetables,52,1.1,GreenLeaf Inc.,2,Institution three maintain.,2024-10-21,2024-10-21,54,57.2,2.2,59.4
P006,tomatoes,Vegetables,43,1.25,GreenLeaf Inc.,5,Yourself east.,2023-08-23,2023-08-24,48,53.75,6.25,60
P004,bread-white,Bakery,75,2.15,BakeHouse Inc.,0,Indicate page listen.,2023-06-26,2023-06-24,75,161.25,0,161.25
P007,eggs dozen,Dairy,68,4,DairyBest Inc.,2,Threat wind.,2025-02-19,2025-02-18,70,272,8,280
P007,eggs dozen,Dairy,54,4,DairyBest Inc.,1,Ground claim bed.,2023-03-31,2023-04-01,55,216,4,220
P002,milk 2l,Dairy,74,3.5,DairyBest Inc.,1,Return above make.,2024-09-10,2024-09-11,75,259,3.5,262.5
P004,bread-white,Bakery,75,2.15,BakeHouse Inc.,3,Several rise.,2024-05-05,2024-05-05,78,161.25,6.45,167.7
P004,bread-white,Bakery,13,2.15,BakeHouse Inc.,5,Quickly until teacher.,2024-07-13,2024-07-11,18,27.95,10.75,38.7
P005,lettuce,Vegetables,64,1.1,GreenLeaf Inc.,3,Unit kitchen wait.,2023-06-11,2023-06-12,67,70.4,3.3,73.7
P005,lettuce,Vegetables,50,1.1,GreenLeaf Inc.,0,Cell friend.,2024-08-22,2024-08-20,50,55,0,55
P002,milk 2l,Dairy,73,3.5,DairyBest Inc.,0,Hundred.,2024-03-21,2024-03-20,73,255.5,0,255.5
P001,bananas,Fruits,25,0.45,Agrifoods Inc.,0,Apply television.,2023-03-17,2023-03-16,25,11.25,0,11.25
P005,lettuce,Vegetables,27,1.1,GreenLeaf Inc.,2,Manager effort water.,2023-07-11,2023-07-12,29,29.7,2.2,31.9
P006,tomatoes,Vegetables,77,1.25,GreenLeaf Inc.,0,Us including fast.,2023-04-26,2023-04-27,77,96.25,0,96.25
P002,milk 2l,Dairy,33,3.5,DairyBest Inc.,3,Piece teacher what.,2023-09-27,2023-09-26,36,115.5,10.5,126
P006,tomatoes,Vegetables,28,1.25,GreenLeaf Inc.,0,Who fire.,2023-08-28,2023-08-27,28,35,0,35
P006,tomatoes,Vegetables,14,1.25,GreenLeaf Inc.,1,Though economic care.,2024-06-05,2024-06-03,15,17.5,1.25,18.75
P002,milk 2l,Dairy,34,3.5,DairyBest Inc.,1,Nothing until list.,2023-06-14,2023-06-15,35,119,3.5,122.5
P001,bananas,Fruits,35,0.45,agrifoods inc.,1,Ok three.,2023-01-16,2023-01-14,36,15.75,0.45,16.2
P003,chicken breast,Meat,56,9.25,Meats-R-Us Inc.,5,Call article material cost.,2024-12-20,2024-12-19,61,518,46.25,564.25
P003,chicken breast,Meat,45,9.25,Meats-R-Us Inc.,3,Eye central Congress.,2023-12-07,2023-12-05,48,416.25,27.75,444
P002,milk 2l,Dairy,74,3.5,DairyBest Inc.,2,Half certainly smile.,2024-11-14,2024-11-13,76,259,7,266
P007,eggs dozen,Dairy,37,4,DairyBest Inc.,3,Receive building growth.,2024-03-03,2024-03-02,40,148,12,160
P001,bananas,Fruits,70,0.45,Agrifoods Inc.,3,Left right really.,2025-06-01,2025-05-31,73,31.5,1.35,32.85
P007,eggs dozen,Dairy,37,4,DairyBest Inc.,5,From.,2024-10-30,2024-10-28,42,148,20,168
P001,bananas,Fruits,49,0.45,AgriFoods Inc.,0,Improve song worry.,2023-12-31,2023-12-31,49,22.05,0,22.05
P004,bread-white,Bakery,16,2.15,BakeHouse Inc.,2,Hand expect.,2023-06-19,2023-06-19,18,34.4,4.3,38.7
P004,bread-white,Bakery,28,2.15,BakeHouse Inc.,4,Chair responsibility ball group.,2023-08-20,2023-08-21,32,60.2,8.6,68.8
P001,bananas,Fruits,27,0.45,AgriFoods Inc.,2,Car notice.,2023-03-06,2023-03-06,29,12.15,0.9,13.05
P003,chicken breast,Meat,22,9.25,Meats-R-Us Inc.,2,Hold these do.,2023-01-24,2023-01-24,24,203.5,18.5,222
P003,chicken breast,Meat,38,9.25,Meats-R-Us Inc.,4,Right energy whatever.,2025-03-01,2025-03-01,42,351.5,37,388.5
P004,bread-white,Bakery,29,2.15,BakeHouse Inc.,5,Election before.,2025-04-17,2025-04-16,34,62.35,10.75,73.1
P005,lettuce,Vegetables,38,1.1,GreenLeaf Inc.,4,Myself modern write.,2024-01-09,2024-01-08,42,41.8,4.4,46.2
P001,bananas,Fruits,15,0.45,agrifoods inc.,5,School when.,2023-09-24,2023-09-23,20,6.75,2.25,9
P004,bread-white,Bakery,54,2.15,BakeHouse Inc.,2,Human choose.,2024-11-14,2024-11-12,56,116.1,4.3,120.4
P002,milk 2l,Dairy,79,3.5,DairyBest Inc.,3,Fine knowledge realize part.,2024-05-02,2024-04-30,82,276.5,10.5,287
P001,bananas,Fruits,21,0.45,Agrifoods Inc.,3,Rich who.,2025-05-13,2025-05-13,24,9.45,1.35,10.8
P001,bananas,Fruits,13,0.45,Agrifoods Inc.,4,Increase history article.,2023-06-29,2023-06-27,17,5.85,1.8,7.65
P005,lettuce,Vegetables,64,1.1,GreenLeaf Inc.,0,Since parent.,2024-09-28,2024-09-28,64,70.4,0,70.4
P005,lettuce,Vegetables,19,1.1,GreenLeaf Inc.,3,Say sort game.,2024-09-05,2024-09-04,22,20.9,3.3,24.2
P007,eggs dozen,Dairy,39,4,DairyBest Inc.,4,Stay stage over.,2023-08-08,2023-08-09,43,156,16,172
P003,chicken breast,Meat,47,9.25,Meats-R-Us Inc.,0,Long then.,2025-05-20,2025-05-20,47,434.75,0,434.75
P003,chicken breast,Meat,80,9.25,Meats-R-Us Inc.,5,Down maintain maybe edge.,2023-02-18,2023-02-17,85,740,46.25,786.25
P003,chicken breast,Meat,66,9.25,Meats-R-Us Inc.,1,Any.,2025-02-23,2025-02-24,67,610.5,9.25,619.75
P005,lettuce,Vegetables,43,1.1,GreenLeaf Inc.,0,Human under.,2023-01-26,2023-01-25,43,47.3,0,47.3
P005,lettuce,Vegetables,20,1.1,GreenLeaf Inc.,5,Nature investment share.,2024-01-19,2024-01-17,25,22,5.5,27.5
P006,tomatoes,Vegetables,51,1.25,GreenLeaf Inc.,1,Reveal she assume.,2024-10-21,2024-10-19,52,63.75,1.25,65
P007,eggs dozen,Dairy,67,4,DairyBest Inc.,1,Indicate apply even.,2023-12-14,2023-12-14,68,268,4,272
P006,tomatoes,Vegetables,39,1.25,GreenLeaf Inc.,1,Wife about.,2024-05-30,2024-05-30,40,48.75,1.25,50
P001,bananas,Fruits,66,0.45,Agrifoods Inc.,3,Floor hundred.,2025-03-15,2025-03-16,69,29.7,1.35,31.05
P002,milk 2l,Dairy,72,3.5,DairyBest Inc.,5,Plant describe.,2024-07-31,2024-08-01,77,252,17.5,269.5
P001,bananas,Fruits,50,0.45,Agrifoods Inc.,1,War thus race.,2023-09-18,2023-09-18,51,22.5,0.45,22.95
P005,lettuce,Vegetables,49,1.1,GreenLeaf Inc.,0,Also name.,2023-02-07,2023-02-05,49,53.9,0,53.9
P001,bananas,Fruits,44,0.45,Agrifoods Inc.,5,Main evidence.,2023-09-03,2023-09-01,49,19.8,2.25,22.05
P003,chicken breast,Meat,78,9.25,Meats-R-Us Inc.,1,Sound prove room.,2024-10-01,2024-10-02,79,721.5,9.25,730.75
P002,milk 2l,Dairy,67,3.5,DairyBest Inc.,0,Range hospital.,2025-04-29,2025-04-30,67,234.5,0,234.5
P003,chicken breast,Meat,22,9.25,Meats-R-Us Inc.,1,Edge Mr away memory.,2024-01-20,2024-01-20,23,203.5,9.25,212.75
P007,eggs dozen,Dairy,14,4,DairyBest Inc.,5,Stay.,2023-09-01,2023-08-30,19,56,20,76
P002,milk 2l,Dairy,40,3.5,DairyBest Inc.,5,Different control memory.,2024-03-03,2024-03-01,45,140,17.5,157.5
P005,lettuce,Vegetables,75,1.1,GreenLeaf Inc.,2,Student.,2023-01-15,2023-01-13,77,82.5,2.2,84.7
P001,bananas,Fruits,26,0.45,AgriFoods Inc.,5,Table garden bring.,2023-01-26,2023-01-24,31,11.7,2.25,13.95
P001,bananas,Fruits,44,0.45,Agrifoods Inc.,0,Town four federal.,2024-03-21,2024-03-20,44,19.8,0,19.8
P002,milk 2l,Dairy,77,3.5,DairyBest Inc.,0,Court treatment skin.,2024-04-13,2024-04-14,77,269.5,0,269.5
